Row Labels	2013 / 10	2014 / 01	2014 / 02	2014 / 03	2014 / 04	2014 / 05	2014 / 06	2014 / 07	2014 / 08	2014 / 09	2014 / 10	2014 / 11	2014 / 12	2015 / 01	2015 / 02	2015 / 03	2015 / 04	2015 / 05	2015 / 06	2015 / 07	2015 / 08	2015 / 09	2015 / 10	2015 / 11	2015 / 12	2016 / 01	2016 / 02	2016 / 03	2016 / 04	2016 / 05	2016 / 06	2016 / 07	2016 / 08	2016 / 09	2016 / 10	2016 / 11	2016 / 12
Bronx1	88.26	82.88	75.02	92.55	98.33	87.75	105.75	100.89	89.65	108.07	89.69	84.1	123.92	80.18	93.42	110.87	89.87	86.4	129.6	102.96	102	114.79	100.94	98.84	126.24	80.62	120.5	111.26	106.76	109.78	107.41	109.96	116.85	112.58	102.84	110.25	125.06
Bronx2	72.33	91.08	65.87	77.92	74.83	97.24	79.34	86.37	83.55	71.35	86	61.99	87.48	115.26	69.14	81.04	86.67	80.25	81.46	105.67	77.08	81.46	92.35	64	126.18	85.83	92.57	95.61	88.95	80.18	104.31	95.29	88.01	115.23	84.06	71.55	145.48
Bronx3	98.8	120.32	81.7	95.88	125.55	86.43	101	129.53	99.27	109.9	99.94	92.32	149.09	76.64	102.55	120.09	112.58	92.71	124.99	119.49	96.61	127.59	99.27	98.33	167.74	79.04	132.51	144.24	118.72	120.2	146.86	120.54	130.81	118.71	101.5	134.36	132.32
Bronx4	177.56	175.97	166.41	212.93	218.59	185.4	208.87	209.94	195.91	198.91	187.98	188.77	255.14	172.59	178.22	226.6	194.67	195.72	248.56	210.59	202.03	205.91	208.47	203.56	259.07	172.48	241.5	222.02	211.69	208.6	223.72	225.88	223.74	211.29	208.5	217.21	258.67
Bronx5	165.06	171.76	148.03	185.54	192.63	195.85	192.13	189.82	187.33	186.34	178.73	193.7	244.8	162.32	165.31	200.62	180.83	178.99	216.5	197.24	193.63	202.17	195.46	187.67	241.44	165.38	218.37	207.02	204.1	194.56	206.2	203.28	198.44	188.92	188.07	203.66	242.55
Bronx6	109.9	123.09	89.48	101.45	132.5	99.97	105.15	130.65	101.71	114.9	108.46	102.75	153.95	75.22	111.74	121.35	118.75	102.4	128.6	123.2	103.51	134.38	95.97	102.2	170.51	83.17	133.87	141.76	110.95	127.37	132.86	117.19	137.52	111.54	107.43	146.63	140.92
Bronx7	223.36	248.1	201.18	232.77	249.41	237.09	251.13	266.4	231.18	238.39	244.71	225.57	312.58	238.23	210.59	252.33	242.56	218.36	282.17	273.32	239.33	258.78	247.45	224.14	342.24	208.41	275.51	263.03	240.39	241.65	289.57	258.25	268.5	252.66	242.88	254.11	336.05
Bronx8	335.21	329.24	266.91	306.44	340.21	331.73	324.8	348.48	312.26	342.65	337.79	309.2	423.55	302.38	292.86	327.36	315.7	302.39	362.22	328.7	304.81	346.96	342.39	326.3	450.02	274.58	367.13	348.51	319.77	340.98	351.26	322.38	346.74	344.56	322.15	355.58	423.77
Bronx9	171.44	190.35	145.62	174.81	181.93	214.65	196.52	206.97	187.1	177.22	190.9	168.89	231.27	197.19	157.56	188.23	189.05	185.71	200.71	209.68	193.1	197.88	205.83	169.63	257.6	168.37	208.96	204.17	196.57	190.5	222.1	219.74	207.39	218.99	197.18	184.66	274.61
Bronx10	313.52	355.74	269.68	302.86	319.77	360.04	331.14	329.26	311.95	312.76	329.3	307.41	420.11	308.05	275.1	317.15	308.28	306.1	342.9	330.79	302.3	316.26	357.81	313.18	458.26	289.93	346.49	321.07	319.9	313.09	351.63	343.4	319.54	325.66	325.27	328.96	452.54
Bronx11	274.68	303.67	233.42	270.93	284.48	304.2	304.11	309.95	286.25	288.97	294.05	271.35	363.03	279.08	230.48	284.73	275.19	270.23	320.1	295.24	279.28	286.26	308.29	268.47	380.53	242.06	311.85	286.87	278.05	271.74	310.95	300.19	278.98	270.45	263.84	269.41	370.74
Bronx12	339.09	369.08	269.16	337.11	361.32	370.36	382.4	391.9	367.4	350.44	360.56	322.23	444.76	325.73	278.58	358.33	353.41	334.3	394.94	388.88	352.5	371.22	360.63	337.49	479.59	293.28	378.2	365.21	353.77	350.74	398.9	384.55	390.53	366.95	346.97	366.18	473.74
Brooklyn1	502.56	520.13	415.06	466.89	503.15	555.47	488.78	464.02	442.97	499.95	549.44	450.04	564.42	462.53	530.64	516.88	502.5	466.59	514.35	465.43	463.39	535.76	572.33	466.58	662.75	463.72	589.09	540.78	520.35	529.87	570.7	466.92	478.31	632.27	587.78	527.81	726.29
Brooklyn2	426.28	467.06	356.75	391.63	418.03	423.05	440.45	396.85	374.93	418.92	457.25	420.58	517.66	377.87	453.5	429.68	448.09	425.59	496.26	432.88	414.44	474.6	491.7	446.22	550.09	364.41	501.18	464.9	441.97	438.42	503.14	428.79	455.01	490.07	495.51	501.27	569.45
Brooklyn3	258.41	271.84	212.45	243.59	274.99	257.77	267.58	276.34	249.68	286.16	282.57	241.94	345.98	222.49	257.1	297.92	279.97	256.96	316.22	285.79	262.56	325.06	295.78	279.79	394.32	241.64	343.77	326.42	289.16	320.21	344.66	288.56	314.8	348.32	308.14	358.11	386.91
Brooklyn4	179.2	204.02	165.78	190.8	191.68	211.21	219.55	212.67	200.08	195.84	199.83	180.2	236.77	173.85	195.86	193.83	193.83	185.24	227.2	209.96	202.69	202.31	212.97	189.35	264.39	185.95	224.97	209.58	203.18	205.51	242.94	225.7	223.23	230.8	224.23	216.08	278.72
Brooklyn5	234.25	254.16	197.31	225.23	266.28	244.21	260.16	274.44	236.63	232.04	242.66	209.28	320.08	181.51	215.91	248.12	245.73	209.22	285.18	265.32	231.62	256.86	231.26	222.4	343.7	176.86	265.79	260.86	226.14	234.02	273.64	249.03	260.32	251.9	226.52	258.58	314.46
Brooklyn6	569.71	612.81	484.96	520.43	556.4	604.94	592.04	535.2	522.43	547.24	618.55	554.69	676.91	501.84	583.34	546.58	544.76	547.5	606.75	542.5	501.18	570.52	623.3	560.59	698.03	488.9	636.32	561.3	549.34	540.02	597.78	527.46	525.51	594.76	584.72	574.34	731.27
Brooklyn7	414.57	435.18	360.38	384.29	422.13	426.91	456.56	435.88	399.13	429.14	425.01	394.8	506.13	362.4	435.19	420.74	397.68	383.64	492.75	424.41	404.27	442.64	423.85	393.75	515.53	320.18	466	416.47	391.16	400.26	454.8	435.77	424.75	418.79	414.08	424.4	503.88
Brooklyn8	240.25	240.36	199.92	214.48	241.32	216.22	249.17	255.3	219.09	248.9	240.17	225.61	314.92	188.4	239.42	263.41	238.18	224.92	299.19	234.47	237.72	262.98	240.06	246.4	318.94	188.36	292.72	266.87	228.33	261.54	292.64	247.11	281.68	255.27	253.53	289.26	300.83
Brooklyn9	222.51	250.67	184.64	222.36	234.91	267.81	221.63	224.61	224.26	223.29	252.35	216.17	269.89	210.45	209.12	233.42	229.01	233.87	232.25	233.64	217.14	244.53	261.12	217.45	285.42	217.2	250.34	236.79	241.83	233.57	259.25	243.65	222.24	266.98	236.35	236.58	329.44
Brooklyn10	540.34	568.49	450.82	483.67	545.77	545.17	565.19	548.21	500.36	529.58	555.37	509.02	671.09	485	537.35	523.71	524.37	486.68	608.08	531.55	496.61	536.96	541.04	510.36	690.23	413.2	572.06	521.15	495.8	499.83	567.21	517.08	509.79	528.01	519.46	535.87	684.65
Brooklyn11	626.3	691.49	556.87	583.35	667.2	671.42	659.94	661.45	622.69	615.32	663.99	599.52	777.29	573.33	652.67	614.11	629.24	588.84	706.78	637.16	597.64	639.89	648.19	568.39	787.94	479.84	685.04	606.55	587.98	600.41	684.05	638.11	594.69	621.81	596.81	586.26	772.44
Brooklyn12	665.36	708.1	647.52	702.4	701.72	732.04	678.72	567.76	532.39	715.05	714.74	648.14	811.49	612.37	742.03	818.16	673.42	636.41	753.78	559.31	562.02	754.26	697.24	627.76	847.49	530.04	778	747.78	682.05	725.34	715.25	559.13	537.37	754.28	642.26	657.31	821.37
Brooklyn13	164.62	174.21	144.44	142.69	177.27	168.11	167.12	171.97	158.24	159.98	175.78	147.84	210.41	138.15	166.76	167.2	168.77	164.31	192.48	185.72	161.45	180.1	180.72	157.77	207.24	141.93	188.68	177.78	171.49	178.21	187.2	182.85	177.6	186.53	166.12	177.4	224.4
Brooklyn14	441.8	456.12	401.62	459.94	449.22	451.66	479.11	417.67	398.57	467.93	455.24	444.42	563.55	382.3	461.36	506.88	434.81	413.52	528.02	413.48	417.96	469.16	454.45	445.03	544.35	349.06	522.68	487.82	438.91	466.66	485.56	442.46	440.97	473.26	454.46	468.93	559.56
Brooklyn15	617.78	622.87	525.23	571.62	638.61	624.68	608.08	573.25	527.52	596.51	625.48	572.12	741.34	504.8	599.3	630.68	583.47	553.87	652.73	536.8	522.13	623.88	619.21	546.98	749.48	457.16	639.95	609.9	569.68	569.58	634.04	537.18	537.27	605.15	589.55	591.15	739.51
Brooklyn16	94.26	108.15	77.23	95.84	101.45	114.1	98.85	100.85	102.17	89.33	110.35	90.79	119.64	86.62	89.27	90.84	98.31	96.3	93.18	104.75	95.86	102.87	106.47	91.97	131.11	93.73	100.98	107.01	103.83	94.19	111.68	111.24	102.96	110.36	100.72	97.79	148.66
Brooklyn17	306.46	308.09	246.75	293.94	325.68	329.29	332	343.76	313.05	306.41	312.55	291.16	398.44	259.53	267.96	307.61	310	295.19	347.61	324.8	311.38	317.82	308.88	286.63	424.24	247.34	313.58	306.36	295.08	298.21	332.33	327.06	323.16	303.96	289.02	303.14	399.76
Brooklyn18	572.54	582.89	478.5	537.71	597.75	626.92	608.52	598.42	556.5	567.5	592.93	537.26	742.26	510.35	527.5	585.68	589.27	545.25	633.83	569.73	550.84	588.01	578.38	533.42	780.21	452.74	611.2	588.22	561.45	569.73	654.98	604.33	583.29	667.01	555.75	587.33	787.95
Manhattan1	352.27	386.36	307.66	341.44	329.12	411.08	356.05	300.09	319.9	345.28	396.75	331.18	378.3	378.83	320.83	335.65	334.34	335.61	341.4	352.98	324.29	365.02	421.96	362.14	444.99	331.41	388.58	380.65	386.01	327.81	361.83	357.08	302.02	427.29	408.16	346.91	491
Manhattan2	446.13	434.66	362.57	393.47	437.48	432.69	457.19	403.52	346.41	429.33	464.97	437.69	532.04	371.42	437.61	416.76	437.14	383.61	478.55	385.58	387.24	481.02	460.46	458.72	573.13	367.54	473.7	488.62	428.48	451.4	480.71	406.15	443.37	462.89	477.56	491.46	527.43
Manhattan3	320.67	357.66	260.55	277.43	305.14	354.87	315.54	327.12	311.16	297.81	367.02	301.43	372.39	319.66	316.05	297.96	343.07	342.05	334.76	368.46	311.36	360.92	373.97	297.5	413.91	308.01	343.02	338.67	328.29	308.33	357.95	334.51	328.23	372.77	320.91	302.58	402.16
Manhattan4	414.43	450.74	356.21	380.8	398.99	512.44	434.53	400.77	408.47	420.28	506.02	423.65	483.67	474.06	404.53	389.2	430.47	469.71	445.13	454.5	402.78	462.97	531.49	424	534	443.06	450.51	453.97	484.88	434.44	460.65	459.45	411.89	522.42	479.55	432.85	621.01
Manhattan5	256.67	245.91	197.32	205.39	269.12	274.37	257.19	268.39	214.54	256.09	270.52	234.54	305.32	223.15	260.73	261.9	260.99	248.72	271.65	246.11	233.53	294.08	290.45	252.22	351.54	227.4	273.23	294	257.04	275.14	271.75	239.72	264.37	284.64	259.99	290.83	313.53
Manhattan6	510.1	532.13	434.82	455.43	484.39	647.98	522.99	496.5	482.69	476.98	594.58	490.23	577.07	570.62	459.85	459.45	510.38	507.79	502.49	527.25	465.44	551.18	653.64	494.59	719.31	533.15	532.28	549.37	548.67	502.79	541.24	527.79	459.67	602.59	553.1	503.38	750.54
Manhattan7	1032.68	1068.26	855.69	930.21	998.82	1194.38	1114.26	981.19	910.38	1068.15	1182.75	1095.8	1256.78	1083.92	1019.58	1070.97	1081.75	1051.62	1146.6	1026.61	980.21	1192.01	1307	1142.89	1459.87	1042.34	1264.5	1205.19	1173.76	1123.5	1157.38	1048.46	1027.08	1234.98	1180.97	1161.25	1451.54
